 (8.526875728083945560e+00+0.000000000000000000e+00j), (1.080682470586797006e+00+0.000000000000000000e+00j), (5.359194173852280807e-01+0.000000000000000000e+00j), (1.408464077236060152e+00+0.000000000000000000e+00j), (6.724236706619657333e-01+0.000000000000000000e+00j)
 (1.080682470586797006e+00+0.000000000000000000e+00j), (8.526875728083945560e+00+0.000000000000000000e+00j), (1.080682470586797006e+00+0.000000000000000000e+00j), (1.085322919474726033e+00+0.000000000000000000e+00j), (1.085322919474726033e+00+0.000000000000000000e+00j)
 (5.359194173852280807e-01+0.000000000000000000e+00j), (1.080682470586797006e+00+0.000000000000000000e+00j), (8.526875728083945560e+00+0.000000000000000000e+00j), (6.724236706619657333e-01+0.000000000000000000e+00j), (1.408464077236060152e+00+0.000000000000000000e+00j)
 (1.408464077236060152e+00+0.000000000000000000e+00j), (1.085322919474726033e+00+0.000000000000000000e+00j), (6.724236706619657333e-01+0.000000000000000000e+00j), (9.667682119974804422e+00+0.000000000000000000e+00j), (9.899039973920951141e-01+0.000000000000000000e+00j)
 (6.724236706619657333e-01+0.000000000000000000e+00j), (1.085322919474726033e+00+0.000000000000000000e+00j), (1.408464077236060152e+00+0.000000000000000000e+00j), (9.899039973920951141e-01+0.000000000000000000e+00j), (9.667682119974804422e+00+0.000000000000000000e+00j)
